time,gvc,water,water2,light,species
29.00028,8.55803,8.2,8.2,L,MCAV
29.08356,8.55731,8.2,8.2,L,MCAV
29.1669,8.55368,8.2,8.2,L,MCAV
29.25024,8.55909,8.2,8.2,L,MCAV
29.33358,8.55971,8.2,8.2,L,MCAV
29.41692,8.55337,8.2,8.2,L,MCAV
29.50026,8.55671,8.2,8.2,L,MCAV
29.5836,8.55705,8.2,8.2,L,MCAV
29.66694,8.56052,8.2,8.2,L,MCAV
29.75028,8.55892,8.2,8.2,L,MCAV
29.83356,8.55902,8.2,8.2,L,MCAV
29.9169,8.54157,8.2,8.2,L,MCAV
30.00024,8.5468,8.2,8.2,L,MCAV
30.08358,8.54924,8.2,8.2,L,MCAV
30.16692,8.55316,8.2,8.2,L,MCAV
30.25026,8.55601,8.2,8.2,L,MCAV
30.3336,8.55673,8.2,8.2,L,MCAV
30.41694,8.5709,8.2,8.2,L,MCAV
30.50022,8.55402,8.2,8.2,L,MCAV
30.58356,8.56149,8.2,8.2,L,MCAV
30.6669,8.5669,8.2,8.2,L,MCAV
30.75024,8.56631,8.2,8.2,L,MCAV
30.83358,8.56961,8.2,8.2,L,MCAV
30.91692,8.57348,8.2,8.2,L,MCAV
31.00026,8.5726,8.2,8.2,L,MCAV
31.0836,8.59258,8.2,8.2,L,MCAV
31.16694,8.56907,8.2,8.2,L,MCAV
31.25022,8.57958,8.2,8.2,L,MCAV
31.33356,8.58294,8.2,8.2,L,MCAV
31.4169,8.58841,8.2,8.2,L,MCAV
31.50024,8.57701,8.2,8.2,L,MCAV
31.5837,8.58985,8.2,8.2,L,MCAV
31.6671,8.59263,8.2,8.2,L,MCAV
31.7505,8.60021,8.2,8.2,L,MCAV
31.8333,8.6012,8.2,8.2,L,MCAV
31.9167,8.60098,8.2,8.2,L,MCAV
32.0001,8.60614,8.2,8.2,L,MCAV
32.0835,8.60008,8.2,8.2,L,MCAV
32.1669,8.60257,8.2,8.2,L,MCAV
32.2503,8.60509,8.2,8.2,L,MCAV
32.3337,8.61086,8.2,8.2,L,MCAV
32.4171,8.61619,8.2,8.2,L,MCAV
32.5005,8.61217,8.2,8.2,L,MCAV
32.5833,8.61918,8.2,8.2,L,MCAV
32.6667,8.62455,8.2,8.2,L,MCAV
32.7501,8.6228,8.2,8.2,L,MCAV
32.8335,8.61578,8.2,8.2,L,MCAV
32.9169,8.61795,8.2,8.2,L,MCAV
33.0003,8.62692,8.2,8.2,L,MCAV
33.0837,8.62285,8.2,8.2,L,MCAV
33.1671,8.63195,8.2,8.2,L,MCAV
33.2505,8.62913,8.2,8.2,L,MCAV
33.3333,8.63809,8.2,8.2,L,MCAV
33.4167,8.65156,8.2,8.2,L,MCAV
33.5001,8.63458,8.2,8.2,L,MCAV
33.5835,8.64572,8.2,8.2,L,MCAV
33.6669,8.65033,8.2,8.2,L,MCAV
33.7503,8.64136,8.2,8.2,L,MCAV
33.8337,8.6504,8.2,8.2,L,MCAV
33.9171,8.65186,8.2,8.2,L,MCAV
34.0005,8.65104,8.2,8.2,L,MCAV
34.0833,8.65582,8.2,8.2,L,MCAV
34.1667,8.66035,8.2,8.2,L,MCAV
34.2501,8.66106,8.2,8.2,L,MCAV
34.3335,8.6614,8.2,8.2,L,MCAV
34.4169,8.66172,8.2,8.2,L,MCAV
34.5003,8.65855,8.2,8.2,L,MCAV
34.5837,8.65192,8.2,8.2,L,MCAV
34.6671,8.65762,8.2,8.2,L,MCAV
34.7505,8.65613,8.2,8.2,L,MCAV
34.8333,8.6563,8.2,8.2,L,MCAV
34.9167,8.65869,8.2,8.2,L,MCAV
35.0001,8.66189,8.2,8.2,L,MCAV
35.0835,8.66026,8.2,8.2,L,MCAV
35.1669,8.66878,8.2,8.2,L,MCAV
35.2503,8.66456,8.2,8.2,L,MCAV
35.3337,8.66841,8.2,8.2,L,MCAV
35.4171,8.66919,8.2,8.2,L,MCAV
35.5005,8.67018,8.2,8.2,L,MCAV
35.5833,8.67433,8.2,8.2,L,MCAV
35.6667,8.67886,8.2,8.2,L,MCAV
35.7501,8.68473,8.2,8.2,L,MCAV
35.8335,8.67705,8.2,8.2,L,MCAV
35.9169,8.68077,8.2,8.2,L,MCAV
36.0003,8.68722,8.2,8.2,L,MCAV
36.0837,8.69123,8.2,8.2,L,MCAV
36.1671,8.68116,8.2,8.2,L,MCAV
36.2505,8.68187,8.2,8.2,L,MCAV
36.3333,8.68837,8.2,8.2,L,MCAV
36.4167,8.68443,8.2,8.2,L,MCAV
36.5001,8.68479,8.2,8.2,L,MCAV
36.5835,8.68338,8.2,8.2,L,MCAV
36.6669,8.6837,8.2,8.2,L,MCAV
36.7503,8.69181,8.2,8.2,L,MCAV
36.8337,8.68531,8.2,8.2,L,MCAV
36.9171,8.70583,8.2,8.2,L,MCAV
37.0005,8.68281,8.2,8.2,L,MCAV
37.0833,8.69112,8.2,8.2,L,MCAV
37.1667,8.68978,8.2,8.2,L,MCAV
37.2501,8.70873,8.2,8.2,L,MCAV
37.3335,8.69818,8.2,8.2,L,MCAV
37.4169,8.69977,8.2,8.2,L,MCAV
37.5003,8.70251,8.2,8.2,L,MCAV
37.5837,8.70744,8.2,8.2,L,MCAV
37.6671,8.70119,8.2,8.2,L,MCAV
37.7505,8.7149,8.2,8.2,L,MCAV
37.8333,8.68538,8.2,8.2,L,MCAV
37.9167,8.69901,8.2,8.2,L,MCAV
38.0001,8.70359,8.2,8.2,L,MCAV
38.0835,8.70091,8.2,8.2,L,MCAV
38.1669,8.70241,8.2,8.2,L,MCAV
38.2503,8.69565,8.2,8.2,L,MCAV
38.3337,8.69423,8.2,8.2,L,MCAV
38.4171,8.69657,8.2,8.2,L,MCAV
38.5005,8.70984,8.2,8.2,L,MCAV
38.5833,8.70188,8.2,8.2,L,MCAV
38.6667,8.69361,8.2,8.2,L,MCAV
38.7501,8.70005,8.2,8.2,L,MCAV
38.8335,8.70559,8.2,8.2,L,MCAV
38.9169,8.70871,8.2,8.2,L,MCAV
39.0003,8.71484,8.2,8.2,L,MCAV
39.0837,8.71842,8.2,8.2,L,MCAV
39.1671,8.7119,8.2,8.2,L,MCAV
39.2505,8.71531,8.2,8.2,L,MCAV
39.3333,8.71822,8.2,8.2,L,MCAV
39.4167,8.71905,8.2,8.2,L,MCAV
39.5001,8.71281,8.2,8.2,L,MCAV
39.5835,8.72342,8.2,8.2,L,MCAV
39.6669,8.70508,8.2,8.2,L,MCAV
39.7503,8.72023,8.2,8.2,L,MCAV
39.8337,8.70815,8.2,8.2,L,MCAV
39.9171,8.71762,8.2,8.2,L,MCAV
40.0005,8.72376,8.2,8.2,L,MCAV
40.0833,8.72955,8.2,8.2,L,MCAV
40.1667,8.72989,8.2,8.2,L,MCAV
40.2501,8.73429,8.2,8.2,L,MCAV
40.3335,8.73885,8.2,8.2,L,MCAV
40.4169,8.73517,8.2,8.2,L,MCAV
40.5003,8.73795,8.2,8.2,L,MCAV
40.5837,8.74008,8.2,8.2,L,MCAV
40.6671,8.72592,8.2,8.2,L,MCAV
40.7505,8.72836,8.2,8.2,L,MCAV
40.8333,8.72846,8.2,8.2,L,MCAV
40.9167,8.72957,8.2,8.2,L,MCAV
41.0001,8.72763,8.2,8.2,L,MCAV
41.0835,8.72496,8.2,8.2,L,MCAV
41.1669,8.72518,8.2,8.2,L,MCAV
41.2503,8.72915,8.2,8.2,L,MCAV
41.3337,8.73255,8.2,8.2,L,MCAV
41.4171,8.73258,8.2,8.2,L,MCAV
41.5005,8.73849,8.2,8.2,L,MCAV
41.5833,8.73475,8.2,8.2,L,MCAV
41.6667,8.73455,8.2,8.2,L,MCAV
41.7501,8.73773,8.2,8.2,L,MCAV
41.8335,8.73626,8.2,8.2,L,MCAV
41.9169,8.74077,8.2,8.2,L,MCAV
42.0003,8.72781,8.2,8.2,L,MCAV
42.0837,8.73559,8.2,8.2,L,MCAV
42.1671,8.72707,8.2,8.2,L,MCAV
42.2505,8.73517,8.2,8.2,L,MCAV
42.3333,8.73105,8.2,8.2,L,MCAV
42.4167,8.73049,8.2,8.2,L,MCAV
42.5001,8.73047,8.2,8.2,L,MCAV
42.5835,8.72662,8.2,8.2,L,MCAV
42.6669,8.73021,8.2,8.2,L,MCAV
42.7503,8.72302,8.2,8.2,L,MCAV
42.8337,8.73655,8.2,8.2,L,MCAV
42.9171,8.72124,8.2,8.2,L,MCAV
43.0005,8.72694,8.2,8.2,L,MCAV
43.0833,8.72715,8.2,8.2,L,MCAV
43.1667,8.72876,8.2,8.2,L,MCAV
43.2501,8.72917,8.2,8.2,L,MCAV
43.3335,8.72047,8.2,8.2,L,MCAV
43.4169,8.72634,8.2,8.2,L,MCAV
43.5003,8.72539,8.2,8.2,L,MCAV
43.5837,8.71692,8.2,8.2,L,MCAV
43.6671,8.71325,8.2,8.2,L,MCAV
43.7505,8.71721,8.2,8.2,L,MCAV
43.8333,8.71493,8.2,8.2,L,MCAV
43.9167,8.71299,8.2,8.2,L,MCAV
44.0001,8.71296,8.2,8.2,L,MCAV
44.0835,8.71461,8.2,8.2,L,MCAV
44.1669,8.7079,8.2,8.2,L,MCAV
44.2503,8.71326,8.2,8.2,L,MCAV
44.3337,8.70649,8.2,8.2,L,MCAV
44.4171,8.70152,8.2,8.2,L,MCAV
44.5005,8.70129,8.2,8.2,L,MCAV
44.5833,8.69792,8.2,8.2,L,MCAV
44.6667,8.69808,8.2,8.2,L,MCAV
44.7501,8.70409,8.2,8.2,L,MCAV
44.8335,8.70349,8.2,8.2,L,MCAV
44.9169,8.69376,8.2,8.2,L,MCAV
45.0003,8.69347,8.2,8.2,L,MCAV
45.0837,8.69851,8.2,8.2,L,MCAV
45.1671,8.69937,8.2,8.2,L,MCAV
45.2505,8.70642,8.2,8.2,L,MCAV
45.3333,8.68554,8.2,8.2,L,MCAV
45.4167,8.69548,8.2,8.2,L,MCAV
45.5001,8.70118,8.2,8.2,L,MCAV
45.5835,8.69731,8.2,8.2,L,MCAV
45.6669,8.69343,8.2,8.2,L,MCAV
45.7503,8.69225,8.2,8.2,L,MCAV
45.8337,8.70012,8.2,8.2,L,MCAV
45.9171,8.69064,8.2,8.2,L,MCAV
46.0005,8.69135,8.2,8.2,L,MCAV
46.0833,8.69552,8.2,8.2,L,MCAV
46.1667,8.69093,8.2,8.2,L,MCAV
46.2501,8.69365,8.2,8.2,L,MCAV
46.3335,8.69006,8.2,8.2,L,MCAV
46.4169,8.68303,8.2,8.2,L,MCAV
46.5003,8.68116,8.2,8.2,L,MCAV
46.5837,8.69193,8.2,8.2,L,MCAV
46.6671,8.67656,8.2,8.2,L,MCAV
46.7505,8.67164,8.2,8.2,L,MCAV
46.8333,8.67236,8.2,8.2,L,MCAV
46.9167,8.67348,8.2,8.2,L,MCAV
47.0001,8.67651,8.2,8.2,L,MCAV
47.0835,8.67044,8.2,8.2,L,MCAV
47.1669,8.67302,8.2,8.2,L,MCAV
47.2503,8.67284,8.2,8.2,L,MCAV
47.3337,8.67116,8.2,8.2,L,MCAV
47.4171,8.67011,8.2,8.2,L,MCAV
47.5005,8.67236,8.2,8.2,L,MCAV
47.5833,8.67394,8.2,8.2,L,MCAV
47.6667,8.67625,8.2,8.2,L,MCAV
47.7501,8.69458,8.2,8.2,L,MCAV
47.8335,8.68007,8.2,8.2,L,MCAV
47.9169,8.68867,8.2,8.2,L,MCAV
48.0003,8.68071,8.2,8.2,L,MCAV
48.0837,8.67378,8.2,8.2,L,MCAV
48.1671,8.67151,8.2,8.2,L,MCAV
48.2505,8.66879,8.2,8.2,L,MCAV
48.3333,8.66627,8.2,8.2,L,MCAV
48.4167,8.66298,8.2,8.2,L,MCAV
48.5001,8.66242,8.2,8.2,L,MCAV
48.5835,8.6572,8.2,8.2,L,MCAV
48.6669,8.65904,8.2,8.2,L,MCAV
48.7503,8.64607,8.2,8.2,L,MCAV
48.8337,8.64429,8.2,8.2,L,MCAV
48.9171,8.64645,8.2,8.2,L,MCAV
49.0005,8.63944,8.2,8.2,L,MCAV
49.0833,8.63191,8.2,8.2,L,MCAV
49.1667,8.62188,8.2,8.2,L,MCAV
49.2501,8.60956,8.2,8.2,L,MCAV
49.3335,8.5921,8.2,8.2,L,MCAV
49.4169,8.57135,8.2,8.2,L,MCAV
49.5003,8.5607,8.2,8.2,L,MCAV
49.5837,8.54342,8.2,8.2,L,MCAV
49.6671,8.52971,8.2,8.2,L,MCAV
49.7505,8.52076,8.2,8.2,L,MCAV
49.8333,8.51312,8.2,8.2,L,MCAV
49.9167,8.50713,8.2,8.2,L,MCAV
50.0001,8.50179,8.2,8.2,L,MCAV
50.0835,8.49086,8.2,8.2,L,MCAV
50.1669,8.49851,8.2,8.2,L,MCAV
50.2503,8.49418,8.2,8.2,L,MCAV
50.3337,8.50245,8.2,8.2,L,MCAV
50.4171,8.49883,8.2,8.2,L,MCAV
50.5005,8.5165,8.2,8.2,L,MCAV
50.5833,8.52938,8.2,8.2,L,MCAV
50.6667,8.51576,8.2,8.2,L,MCAV
50.7501,8.50477,8.2,8.2,L,MCAV
50.8335,8.49172,8.2,8.2,L,MCAV
50.9169,8.49262,8.2,8.2,L,MCAV
51.0003,8.48027,8.2,8.2,L,MCAV
51.0837,8.4758,8.2,8.2,L,MCAV
51.1671,8.47925,8.2,8.2,L,MCAV
51.2505,8.47906,8.2,8.2,L,MCAV
51.3333,8.48305,8.2,8.2,L,MCAV
51.4167,8.48824,8.2,8.2,L,MCAV
51.5001,8.49574,8.2,8.2,L,MCAV
51.5835,8.50581,8.2,8.2,L,MCAV
51.6669,8.5066,8.2,8.2,L,MCAV
51.7503,8.5162,8.2,8.2,L,MCAV
51.8337,8.53189,8.2,8.2,L,MCAV
51.9171,8.51836,8.2,8.2,L,MCAV
52.0005,8.52893,8.2,8.2,L,MCAV
52.0833,8.52251,8.2,8.2,L,MCAV
52.1667,8.52533,8.2,8.2,L,MCAV
52.2501,8.52641,8.2,8.2,L,MCAV
52.3335,8.52615,8.2,8.2,L,MCAV
52.4169,8.52513,8.2,8.2,L,MCAV
52.5003,8.51933,8.2,8.2,L,MCAV
52.5837,8.51521,8.2,8.2,L,MCAV
52.6671,8.50473,8.2,8.2,L,MCAV
52.7505,8.50128,8.2,8.2,L,MCAV
52.8333,8.49634,8.2,8.2,L,MCAV
52.9167,8.49214,8.2,8.2,L,MCAV
53.0001,8.48651,8.2,8.2,L,MCAV
53.0835,8.48715,8.2,8.2,L,MCAV
53.1669,8.48827,8.2,8.2,L,MCAV
53.2503,8.48904,8.2,8.2,L,MCAV
53.3337,8.49325,8.2,8.2,L,MCAV
53.4171,8.50341,8.2,8.2,L,MCAV
53.5005,8.48544,8.2,8.2,L,MCAV
53.5833,8.49586,8.2,8.2,L,MCAV
53.6667,8.50669,8.2,8.2,L,MCAV
53.7501,8.49872,8.2,8.2,L,MCAV
53.8335,8.5093,8.2,8.2,L,MCAV
53.9169,8.51937,8.2,8.2,L,MCAV
54.0003,8.51373,8.2,8.2,L,MCAV
54.0837,8.52017,8.2,8.2,L,MCAV
54.1671,8.53117,8.2,8.2,L,MCAV
54.2505,8.53779,8.2,8.2,L,MCAV
54.3333,8.53125,8.2,8.2,L,MCAV
54.4167,8.53805,8.2,8.2,L,MCAV
54.5001,8.54603,8.2,8.2,L,MCAV
54.5835,8.55339,8.2,8.2,L,MCAV
54.6669,8.56036,8.2,8.2,L,MCAV
54.7503,8.57013,8.2,8.2,L,MCAV
54.8337,8.57613,8.2,8.2,L,MCAV
54.9171,8.58151,8.2,8.2,L,MCAV
55.0005,8.59205,8.2,8.2,L,MCAV
55.0833,8.59637,8.2,8.2,L,MCAV
55.1667,8.59682,8.2,8.2,L,MCAV
55.2501,8.60839,8.2,8.2,L,MCAV
55.3335,8.6126,8.2,8.2,L,MCAV
55.4169,8.61716,8.2,8.2,L,MCAV
55.5003,8.60847,8.2,8.2,L,MCAV
55.5837,8.61732,8.2,8.2,L,MCAV
55.6671,8.62463,8.2,8.2,L,MCAV
55.7505,8.63526,8.2,8.2,L,MCAV
55.8333,8.63686,8.2,8.2,L,MCAV
55.9167,8.63665,8.2,8.2,L,MCAV
56.0001,8.64519,8.2,8.2,L,MCAV
56.0835,8.64561,8.2,8.2,L,MCAV
56.1669,8.64598,8.2,8.2,L,MCAV
56.2503,8.65324,8.2,8.2,L,MCAV
56.3337,8.64722,8.2,8.2,L,MCAV
56.4171,8.65212,8.2,8.2,L,MCAV
56.5005,8.64563,8.2,8.2,L,MCAV
56.5833,8.64196,8.2,8.2,L,MCAV
56.6667,8.63191,8.2,8.2,L,MCAV
56.7501,8.62349,8.2,8.2,L,MCAV
56.8335,8.62408,8.2,8.2,L,MCAV
56.9169,8.62484,8.2,8.2,L,MCAV
57.0003,8.62094,8.2,8.2,L,MCAV
57.0837,8.62084,8.2,8.2,L,MCAV
57.1671,8.62904,8.2,8.2,L,MCAV
57.2505,8.62101,8.2,8.2,L,MCAV
57.3333,8.6167,8.2,8.2,L,MCAV
57.4167,8.60678,8.2,8.2,L,MCAV
57.5001,8.61072,8.2,8.2,L,MCAV
57.5835,8.61399,8.2,8.2,L,MCAV
57.6669,8.60941,8.2,8.2,L,MCAV
57.7503,8.62025,8.2,8.2,L,MCAV
57.8337,8.62761,8.2,8.2,L,MCAV
57.9171,8.61906,8.2,8.2,L,MCAV
58.0005,8.62829,8.2,8.2,L,MCAV
58.0833,8.6299,8.2,8.2,L,MCAV
58.1667,8.62164,8.2,8.2,L,MCAV
58.2501,8.63147,8.2,8.2,L,MCAV
58.3335,8.6265,8.2,8.2,L,MCAV
58.4169,8.62764,8.2,8.2,L,MCAV
58.5003,8.63177,8.2,8.2,L,MCAV
58.5837,8.64087,8.2,8.2,L,MCAV
58.6671,8.63073,8.2,8.2,L,MCAV
58.7505,8.63472,8.2,8.2,L,MCAV
58.8333,8.63457,8.2,8.2,L,MCAV
58.9167,8.63703,8.2,8.2,L,MCAV
59.0001,8.63406,8.2,8.2,L,MCAV
59.0835,8.63014,8.2,8.2,L,MCAV
59.1669,8.63336,8.2,8.2,L,MCAV
59.2503,8.63487,8.2,8.2,L,MCAV
59.3337,8.63129,8.2,8.2,L,MCAV
59.4171,8.63719,8.2,8.2,L,MCAV
59.5005,8.64706,8.2,8.2,L,MCAV
59.5833,8.65505,8.2,8.2,L,MCAV
59.6667,8.65731,8.2,8.2,L,MCAV
59.7501,8.66033,8.2,8.2,L,MCAV
59.8335,8.6611,8.2,8.2,L,MCAV
59.9169,8.65828,8.2,8.2,L,MCAV
60.0003,8.66176,8.2,8.2,L,MCAV
60.0837,8.66356,8.2,8.2,L,MCAV
60.1671,8.67026,8.2,8.2,L,MCAV
60.2505,8.66452,8.2,8.2,L,MCAV
60.3333,8.66309,8.2,8.2,L,MCAV
60.4167,8.66915,8.2,8.2,L,MCAV
60.5001,8.6649,8.2,8.2,L,MCAV
60.5835,8.66835,8.2,8.2,L,MCAV
60.6669,8.66257,8.2,8.2,L,MCAV
60.7503,8.66347,8.2,8.2,L,MCAV
60.8337,8.66654,8.2,8.2,L,MCAV
60.9171,8.64537,8.2,8.2,L,MCAV
61.0005,8.62498,8.2,8.2,L,MCAV
61.0833,8.6058,8.2,8.2,L,MCAV
61.1667,8.58004,8.2,8.2,L,MCAV
61.2501,8.56272,8.2,8.2,L,MCAV
61.3335,8.54145,8.2,8.2,L,MCAV
61.4169,8.55856,8.2,8.2,L,MCAV
61.5003,8.58012,8.2,8.2,L,MCAV
61.5837,8.58694,8.2,8.2,L,MCAV
61.6671,8.59093,8.2,8.2,L,MCAV
61.7505,8.59005,8.2,8.2,L,MCAV
61.8333,8.59073,8.2,8.2,L,MCAV
61.9167,8.59365,8.2,8.2,L,MCAV
62.0001,8.58487,8.2,8.2,L,MCAV
62.0835,8.57961,8.2,8.2,L,MCAV
62.1669,8.58089,8.2,8.2,L,MCAV
62.2503,8.58335,8.2,8.2,L,MCAV
62.3337,8.58103,8.2,8.2,L,MCAV
62.4171,8.56578,8.2,8.2,L,MCAV
62.5005,8.55896,8.2,8.2,L,MCAV
62.5833,8.54727,8.2,8.2,L,MCAV
62.6667,8.55986,8.2,8.2,L,MCAV
62.7501,8.55736,8.2,8.2,L,MCAV
62.8335,8.55656,8.2,8.2,L,MCAV
62.9169,8.56589,8.2,8.2,L,MCAV
63.0003,8.5692,8.2,8.2,L,MCAV
63.0837,8.57967,8.2,8.2,L,MCAV
63.1671,8.58762,8.2,8.2,L,MCAV
63.2505,8.59081,8.2,8.2,L,MCAV
63.3333,8.58679,8.2,8.2,L,MCAV
63.4167,8.5956,8.2,8.2,L,MCAV
63.5001,8.58321,8.2,8.2,L,MCAV
63.5835,8.59341,8.2,8.2,L,MCAV
63.6669,8.58706,8.2,8.2,L,MCAV
63.7503,8.59024,8.2,8.2,L,MCAV
63.8337,8.5916,8.2,8.2,L,MCAV
63.9171,8.58874,8.2,8.2,L,MCAV
64.0005,8.59139,8.2,8.2,L,MCAV
64.0833,8.57675,8.2,8.2,L,MCAV
64.1667,8.58663,8.2,8.2,L,MCAV
64.2501,8.58408,8.2,8.2,L,MCAV
64.3335,8.57864,8.2,8.2,L,MCAV
64.4169,8.57483,8.2,8.2,L,MCAV
64.5003,8.57752,8.2,8.2,L,MCAV
64.5837,8.57142,8.2,8.2,L,MCAV
64.6671,8.57658,8.2,8.2,L,MCAV
64.7505,8.58265,8.2,8.2,L,MCAV
64.8333,8.58364,8.2,8.2,L,MCAV
64.9167,8.58535,8.2,8.2,L,MCAV
65.0001,8.58741,8.2,8.2,L,MCAV
65.0835,8.58647,8.2,8.2,L,MCAV
65.1669,8.59127,8.2,8.2,L,MCAV
65.2503,8.60547,8.2,8.2,L,MCAV
65.3337,8.57833,8.2,8.2,L,MCAV
65.4171,8.5883,8.2,8.2,L,MCAV
65.5005,8.59363,8.2,8.2,L,MCAV
65.5833,8.59947,8.2,8.2,L,MCAV
65.6667,8.60164,8.2,8.2,L,MCAV
65.7501,8.59815,8.2,8.2,L,MCAV
65.8335,8.60098,8.2,8.2,L,MCAV
65.9169,8.60248,8.2,8.2,L,MCAV
66.0003,8.60258,8.2,8.2,L,MCAV
66.0837,8.61313,8.2,8.2,L,MCAV
66.1671,8.62753,8.2,8.2,L,MCAV
66.2505,8.62076,8.2,8.2,L,MCAV
66.3333,8.63873,8.2,8.2,L,MCAV
66.4167,8.63312,8.2,8.2,L,MCAV
66.5007,8.65157,8.2,8.2,L,MCAV
66.5841,8.63713,8.2,8.2,L,MCAV
66.6669,8.64328,8.2,8.2,L,MCAV
66.7503,8.63873,8.2,8.2,L,MCAV
66.8337,8.62574,8.2,8.2,L,MCAV
66.9171,8.61764,8.2,8.2,L,MCAV
67.0005,8.61815,8.2,8.2,L,MCAV
67.0839,8.60221,8.2,8.2,L,MCAV
67.1673,8.60207,8.2,8.2,L,MCAV
67.2507,8.59326,8.2,8.2,L,MCAV
67.3341,8.5982,8.2,8.2,L,MCAV
67.4169,8.59279,8.2,8.2,L,MCAV
67.5003,8.60898,8.2,8.2,L,MCAV
67.5837,8.60457,8.2,8.2,L,MCAV
67.6671,8.60635,8.2,8.2,L,MCAV
67.7505,8.61371,8.2,8.2,L,MCAV
67.8339,8.61606,8.2,8.2,L,MCAV
67.9173,8.62052,8.2,8.2,L,MCAV
68.0007,8.62198,8.2,8.2,L,MCAV
68.0841,8.61352,8.2,8.2,L,MCAV
68.1669,8.61975,8.2,8.2,L,MCAV
68.2503,8.61966,8.2,8.2,L,MCAV
68.3337,8.61047,8.2,8.2,L,MCAV
68.4171,8.61023,8.2,8.2,L,MCAV
68.5005,8.61824,8.2,8.2,L,MCAV
68.5839,8.61809,8.2,8.2,L,MCAV
68.6673,8.61049,8.2,8.2,L,MCAV
68.7507,8.61004,8.2,8.2,L,MCAV
68.8341,8.6133,8.2,8.2,L,MCAV
68.9169,8.62214,8.2,8.2,L,MCAV
69.0003,8.61712,8.2,8.2,L,MCAV
69.0837,8.62735,8.2,8.2,L,MCAV
69.1671,8.64042,8.2,8.2,L,MCAV
69.2505,8.63758,8.2,8.2,L,MCAV
69.3339,8.64501,8.2,8.2,L,MCAV
69.4173,8.64781,8.2,8.2,L,MCAV
69.5007,8.64771,8.2,8.2,L,MCAV
69.5841,8.64975,8.2,8.2,L,MCAV
69.6669,8.64601,8.2,8.2,L,MCAV
69.7503,8.6505,8.2,8.2,L,MCAV
69.8337,8.64738,8.2,8.2,L,MCAV
69.9171,8.65265,8.2,8.2,L,MCAV
70.0005,8.64669,8.2,8.2,L,MCAV
70.0839,8.64351,8.2,8.2,L,MCAV
70.1673,8.63188,8.2,8.2,L,MCAV
70.2507,8.62865,8.2,8.2,L,MCAV
70.3341,8.6313,8.2,8.2,L,MCAV
70.4169,8.63452,8.2,8.2,L,MCAV
70.5003,8.63964,8.2,8.2,L,MCAV
70.5837,8.63978,8.2,8.2,L,MCAV
70.6671,8.64457,8.2,8.2,L,MCAV
70.7505,8.64147,8.2,8.2,L,MCAV
70.8339,8.62814,8.2,8.2,L,MCAV
70.9173,8.6267,8.2,8.2,L,MCAV
71.0007,8.61898,8.2,8.2,L,MCAV
71.0841,8.60012,8.2,8.2,L,MCAV
71.1669,8.5973,8.2,8.2,L,MCAV
71.2503,8.59337,8.2,8.2,L,MCAV
71.3337,8.59396,8.2,8.2,L,MCAV
71.4171,8.60245,8.2,8.2,L,MCAV
71.5005,8.5803,8.2,8.2,L,MCAV
71.5839,8.58937,8.2,8.2,L,MCAV
71.6673,8.59066,8.2,8.2,L,MCAV
71.7507,8.59909,8.2,8.2,L,MCAV
71.8341,8.59636,8.2,8.2,L,MCAV
71.9169,8.60128,8.2,8.2,L,MCAV
72.0003,8.60033,8.2,8.2,L,MCAV
72.0837,8.59468,8.2,8.2,L,MCAV
72.1671,8.58224,8.2,8.2,L,MCAV
72.2505,8.57262,8.2,8.2,L,MCAV
72.3339,8.54944,8.2,8.2,L,MCAV
72.4173,8.52964,8.2,8.2,L,MCAV
72.5007,8.52081,8.2,8.2,L,MCAV
72.5841,8.51462,8.2,8.2,L,MCAV
72.6669,8.49642,8.2,8.2,L,MCAV
72.7503,8.48567,8.2,8.2,L,MCAV
72.8337,8.48067,8.2,8.2,L,MCAV
72.9171,8.47638,8.2,8.2,L,MCAV
73.0005,8.46558,8.2,8.2,L,MCAV
73.0839,8.45755,8.2,8.2,L,MCAV
73.1673,8.46398,8.2,8.2,L,MCAV
73.2507,8.43751,8.2,8.2,L,MCAV
73.3341,8.42171,8.2,8.2,L,MCAV
73.4169,8.42561,8.2,8.2,L,MCAV
73.5003,8.41598,8.2,8.2,L,MCAV
73.5837,8.42418,8.2,8.2,L,MCAV
73.6671,8.4236,8.2,8.2,L,MCAV
73.7505,8.43317,8.2,8.2,L,MCAV
73.8339,8.44073,8.2,8.2,L,MCAV
73.9173,8.442,8.2,8.2,L,MCAV
74.0007,8.44106,8.2,8.2,L,MCAV
74.0841,8.44791,8.2,8.2,L,MCAV
74.1669,8.45417,8.2,8.2,L,MCAV
74.2503,8.44807,8.2,8.2,L,MCAV
74.3337,8.45765,8.2,8.2,L,MCAV
74.4171,8.45315,8.2,8.2,L,MCAV
74.5005,8.46289,8.2,8.2,L,MCAV
74.5839,8.45656,8.2,8.2,L,MCAV
74.6673,8.47287,8.2,8.2,L,MCAV
74.7507,8.45742,8.2,8.2,L,MCAV
74.8341,8.46547,8.2,8.2,L,MCAV
74.9169,8.46628,8.2,8.2,L,MCAV
75.0003,8.46503,8.2,8.2,L,MCAV
75.0837,8.45281,8.2,8.2,L,MCAV
75.1671,8.4598,8.2,8.2,L,MCAV
75.2505,8.4643,8.2,8.2,L,MCAV
75.3339,8.46934,8.2,8.2,L,MCAV
75.4173,8.47193,8.2,8.2,L,MCAV
75.5007,8.47121,8.2,8.2,L,MCAV
